music_lover_id,music_lover_name,music_lover_followers_count,music_lover_friends_count,post_created_at,post_text,post_hashtags,post_mentions,post_favorite_count,post_retweet_count
194951904,Damolabond,1175,743,Fri Apr 26 16:12:36 +0000 2019,"Flashback Friday, Big Sean - Control Feat Kendrick Lamar &amp; Jay Electronica, Lyrics on Screen https://t.co/DpdLCP1MPZ via @YouTube",#,@YouTube@,0,0
15174432,Sean_Bishop,1599,2096,Fri Apr 26 16:11:45 +0000 2019,His range surpasses Tobey... he's outright a better actor. But another big factor is that he is written like the Sp… https://t.co/jamufZscyl,#,@,0,0
850050126,AmakiriChibyke,546,4999,Fri Apr 26 07:25:07 +0000 2019,"The principle of persistence or conservation has it that nothing in the universe is ever lost,"" 
-Sr Marie Paul Ebo… https://t.co/ZGaNNidTcK",#,@,0,0
3229073905,blaZe_Gill,521,60,Fri Apr 26 03:05:46 +0000 2019,RT @Marvel: Scarlett Johansson and Chris Pratt (@prattprattpratt) interview each other on the red carpet at the #AvengersEndgame world prem…,#AvengersEndgame#,@Marvel@prattprattpratt@,0,1717
91851127,Foodie_Chris,130,33,Thu Apr 25 19:23:35 +0000 2019,"when you wait till 2 to actually eat . . . (@ Blaze Pizza in Frisco, TX) https://t.co/JmGpuMVRKA https://t.co/H86f1Veo5m",#,@,0,0
101528471,RNElite,382,2102,Thu Apr 25 15:39:31 +0000 2019,Chris Calabrese would love to show you the #listing at 93 W Newell Ave #Rutherford #NJ  #realestate https://t.co/seevjbT0e3,#listing#Rutherford#NJ#realestate#,@,0,0
909420306665746433,Common_Man313,1106,1032,Fri Apr 26 16:14:25 +0000 2019,RT @JJKhanG1: You can stop one voice #Alamzaibpashtunhero but for one voice thousands more will stand #Alamzaibpashtunhero #Alamzaibpashtun…,#Alamzaibpashtunhero#Alamzaibpashtunhero#,@JJKhanG1@,0,25
818053030868357120,cathyjones173,476,858,Fri Apr 26 16:14:25 +0000 2019,RT @CHSommers: Amherst College has 1800 students.Its out-of-control Office of Diversity &amp; Inclusion (with staff of 20) has produced a fanat…,#,@CHSommers@,0,323
2408586812,_anirudh_iyer_,151,186,Fri Apr 26 16:14:24 +0000 2019,RT @hardwarecanucks: We screw up ALL THE TIME!  Here are some of the most common mistakes we make when building PCs.  🤦‍♂️🤦‍♂️ What about y…,#,@hardwarecanucks@,0,7
72264798,harrysingha,31515,538,Fri Apr 26 16:14:24 +0000 2019,"RT @dollyjoyner: Barbara has given so much to us all over the years, entertaining the nation, always warm &amp; devoted to her fans &amp; followers…",#,@dollyjoyner@,0,165
2225993617,Joe_LoGuidice,863,544,Fri Apr 26 16:14:22 +0000 2019,"RT @feardragon64: By the way, one really important consequence of the knockout bracket is that in the past, making Group Stage 3 instantly…",#,@feardragon64@,0,1
39402606,kbloomers,221,238,Fri Apr 26 16:14:19 +0000 2019,RT @TheDailyEdge: ”The process of impeachment can also surface evidence.... The evidence that drove Nixon from office thus emerged as a con…,#,@TheDailyEdge@,0,119
2273962121,Nicolerosewag,52,316,Fri Apr 26 16:14:13 +0000 2019,"@lorimacdon Remind, warn, consequence",#,@lorimacdon@,0,0
1120033828737695744,yaGenerator,5,4,Fri Apr 26 16:14:10 +0000 2019,He was the secret heir and he went camping but he discovered the consequence of basic self-defense and having a plan.,#,@,0,0
196319184,og_dbl_lo_g,12839,13026,Fri Apr 26 16:14:02 +0000 2019,RT @TheDailyEdge: ”The process of impeachment can also surface evidence.... The evidence that drove Nixon from office thus emerged as a con…,#,@TheDailyEdge@,0,118
893989140605349888,WvlfePackMG,44,276,Fri Apr 26 16:00:49 +0000 2019,Music Video: Jack Harlow – “DRIP DROP” (feat. Cyhi The Prynce) https://t.co/irynt7gvDp,#,@,0,0
39300678,Young_OG_poke,776,214,Fri Apr 26 15:12:26 +0000 2019,Cyhi the prynce,#,@,0,0
292205660,dlynchforeal,17518,1055,Fri Apr 26 14:59:08 +0000 2019,RT @CyhiThePrynce: Napoleon video up on #HipHopDX  Go check it out now! http://t.co/qDsK9rfmxR http://t.co/sH2jzIdAD7,#HipHopDX#,@CyhiThePrynce@,0,37
1107223092454002688,rapperStanBot,22,2,Fri Apr 26 14:22:13 +0000 2019,You don't know amazing until you've heard Cyhi the Prynce!,#,@,0,0
